Symbol,Series,Exdate,CorporateActions,PreOpenPrice,NetChg,PctChg,PrevClose,TradedQty,TradedValue(in lakhs),FFMarketCapital,YearlyHigh,YearlyLow,SummaryValue,SummaryQty,FinalQty,SummaryFinalQty
NBVENTURES,EQ,27-Aug-2020, ANNUAL GENERAL MEETING,68.30,0.80,1.19,67.50,1592,1.09,547.15,95.40,32.00,27279.67,29270452,0,29270452
DYNPRO,EQ,-,-,208.50,2.45,1.19,206.05,315,0.66,137.72,228.90,81.00,27279.67,29270452,0,29270452
BOSCHLTD,EQ,03-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 105 PER SHARE,14175.00,167.35,1.19,14007.65,32,4.54,11980.96,17260.30,7850.00,27279.67,29270452,0,29270452
CHAMBLFERT,EQ,-,-,155.35,1.80,1.17,153.55,5778,8.98,2556.35,185.00,93.80,27279.67,29270452,0,29270452
LEMONTREE,EQ,-,-,30.30,0.35,1.17,29.95,12554,3.80,1281.30,69.95,14.05,27279.67,29270452,0,29270452
HBLPOWER,EQ,-,-,17.25,0.20,1.17,17.05,1080,0.19,233.02,21.80,9.30,27279.67,29270452,0,29270452
PUNJABCHEM,EQ,-,-,595.00,6.85,1.16,588.15,50,0.30,216.36,648.00,237.95,27279.67,29270452,0,29270452
GATI,EQ,-,-,47.95,0.55,1.16,47.40,1476,0.71,387.28,71.90,35.25,27279.67,29270452,0,29270452
SAFARI,EQ,-,-,429.00,4.90,1.16,424.10,155,0.66,407.84,698.00,289.60,27279.67,29270452,0,29270452
RATNAMANI,EQ,19-Aug-2020, ANNUAL GENERAL MEETING,1193.50,13.55,1.15,1179.95,14,0.17,2040.06,1390.00,719.10,27279.67,29270452,0,29270452
CIGNITITEC,EQ,28-Jul-2020, ANNUAL GENERAL MEETING,321.00,3.65,1.15,317.35,10,0.03,494.87,348.50,178.80,27279.67,29270452,0,29270452
MCDOWELL-N,EQ,-,-,591.90,6.75,1.15,585.15,8984,53.18,17432.90,742.70,442.65,27279.67,29270452,0,29270452
SUMICHEM,EQ,-,-,287.35,3.25,1.14,284.10,281,0.81,2836.15,317.00,151.05,27279.67,29270452,0,29270452
PAGEIND,EQ,04-Aug-2020, ANNUAL GENERAL MEETING,20350.00,230.20,1.14,20119.80,59,12.01,11669.51,26882.60,16254.00,27279.67,29270452,0,29270452
BLISSGVS,EQ,-,-,157.00,1.75,1.13,155.25,785,1.23,928.78,167.00,81.25,27279.67,29270452,0,29270452
JUSTDIAL,EQ,02-Jul-2020, BUYBACK,380.20,4.25,1.13,375.95,2755,10.47,1634.99,758.00,250.00,27279.67,29270452,0,29270452
AUBANK,EQ,-,-,745.00,8.30,1.13,736.70,3214,23.94,13318.10,1218.00,366.00,27279.67,29270452,0,29270452
ARVIND,EQ,-,-,35.95,0.40,1.13,35.55,10078,3.62,505.95,59.10,19.00,27279.67,29270452,0,29270452
BIRLACORPN,EQ,17-Aug-2020, ANNUAL GENERAL MEETINGDIVIDEND - RS 7.5 PER SH,650.00,7.20,1.12,642.80,1277,8.30,1831.46,807.00,372.20,27279.67,29270452,0,29270452
HEIDELBERG,EQ,-,-,198.00,2.20,1.12,195.80,583,1.15,1375.50,217.75,122.00,27279.67,29270452,0,29270452
JSLHISAR,EQ,13-Aug-2020, ANNUAL GENERAL MEETING,99.75,1.10,1.12,98.65,748,0.75,977.55,109.75,30.40,27279.67,29270452,0,29270452
BORORENEW,EQ,-,-,81.95,0.90,1.11,81.05,1344,1.10,277.34,224.00,27.50,27279.67,29270452,0,29270452
PRICOLLTD,EQ,-,-,45.70,0.50,1.11,45.20,451,0.21,269.94,66.50,25.50,27279.67,29270452,0,29270452
NCC,EQ,-,-,36.80,0.40,1.10,36.40,25341,9.33,1775.87,71.85,15.85,27279.67,29270452,0,29270452
SCHAEFFLER,EQ,19-Jun-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 35 PER SHARE,3999.00,43.65,1.10,3955.35,2,0.08,3214.83,4959.85,3025.25,27279.67,29270452,0,29270452
CARERATING,EQ,31-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SHARE,414.95,4.50,1.10,412.95,484,2.01,1107.11,727.00,235.00,27279.67,29270452,0,29270452
INDHOTEL,EQ,17-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,109.85,1.20,1.10,108.65,7263,7.98,7609.91,163.00,62.10,27279.67,29270452,0,29270452
APLLTD,EQ,-,-,999.85,10.90,1.10,988.95,443,4.43,5033.69,1128.90,434.80,27279.67,29270452,0,29270452
PFS,EQ,-,-,18.60,0.20,1.09,18.40,771,0.14,413.63,20.50,6.70,27279.67,29270452,0,29270452
PENIND,EQ,-,-,18.55,0.20,1.09,18.35,45,0.01,161.74,31.50,11.40,27279.67,29270452,0,29270452
ORICONENT,EQ,-,-,23.20,0.25,1.09,22.95,5218,1.21,122.54,24.50,8.65,27279.67,29270452,0,29270452
SEAMECLTD,EQ,-,-,421.90,4.50,1.08,417.40,10,0.04,297.15,533.00,188.05,27279.67,29270452,0,29270452
APEX,EQ,-,-,280.80,3.00,1.08,277.80,381,1.07,234.39,444.85,132.00,27279.67,29270452,0,29270452
BOROLTD,BE,-,-,170.10,1.80,1.07,168.30,59,0.10,575.89,217.00,131.00,27279.67,29270452,0,29270452
DLF,EQ,-,-,174.90,1.85,1.07,173.05,8731,15.27,10708.83,266.55,114.55,27279.67,29270452,0,29270452
ELECON,EQ,-,-,33.00,0.35,1.07,32.65,250,0.08,150.20,43.70,16.20,27279.67,29270452,0,29270452
20MICRONS,EQ,-,-,33.00,0.35,1.07,32.65,150,0.05,63.37,42.00,19.00,27279.67,29270452,0,29270452
THANGAMAYL,EQ,-,-,409.40,4.35,1.07,405.05,286,1.17,183.38,490.00,220.00,27279.67,29270452,0,29270452
WABAG,EQ,-,-,210.05,2.20,1.06,207.85,679,1.43,807.09,312.00,73.00,27279.67,29270452,0,29270452
GPIL,EQ,-,-,321.00,3.35,1.05,317.65,158,0.51,369.36,355.00,80.50,27279.67,29270452,0,29270452
TMRVL,EQ,-,-,9.65,0.10,1.05,9.55,17,0.00,14.55,20.65,5.10,27279.67,29270452,0,29270452
PDSMFL,EQ,-,-,293.00,3.05,1.05,289.95,10,0.03,203.91,416.80,218.95,27279.67,29270452,0,29270452
HIL,EQ,21-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,1735.00,18.10,1.05,1716.90,62,1.08,706.17,1879.00,518.30,27279.67,29270452,0,29270452
THYROCARE,EQ,-,-,758.90,7.90,1.05,751.00,41,0.31,1349.12,846.90,409.60,27279.67,29270452,0,29270452
APTECHT,EQ,-,-,134.95,1.40,1.05,133.55,603,0.81,274.28,193.45,65.55,27279.67,29270452,0,29270452
NDL,BE,-,-,24.10,0.25,1.05,23.85,330,0.08,40.11,42.00,12.15,27279.67,29270452,0,29270452
ESSELPACK,EQ,30-Jul-2020, DIVIDEND - RS 2.05 PER SHARE,295.95,3.05,1.04,292.90,453,1.34,1571.29,318.60,94.30,27279.67,29270452,0,29270452
ASTRAZEN,EQ,20-Aug-2020, INTERIM DIVIDEND - RS 2 PER SHARE,3650.00,37.70,1.04,3612.30,364,13.29,2257.69,3670.00,1812.00,27279.67,29270452,0,29270452
PATELENG,EQ,-,-,14.55,0.15,1.04,14.40,2550,0.37,204.35,22.00,7.21,27279.67,29270452,0,29270452
EQUITAS,EQ,18-Aug-2020, INTERIM DIVIDEND - RE 1 PER SHARE,58.50,0.60,1.04,57.90,19599,11.47,1978.96,120.70,32.50,27279.67,29270452,0,29270452
OIL,EQ,-,-,97.85,1.00,1.03,96.85,2487,2.43,3465.81,174.95,63.50,27279.67,29270452,0,29270452
GAEL,EQ,20-Aug-2020, ANNUAL GENERAL MEETING,192.05,1.95,1.03,190.10,1223,2.35,784.74,206.45,84.95,27279.67,29270452,0,29270452
GULFOILLUB,EQ,-,-,679.95,6.95,1.03,673.00,49,0.33,944.19,904.85,455.00,27279.67,29270452,0,29270452
NTPC,EQ,13-Aug-2020, DIVIDEND - RS 2.65  PER SHARE,102.60,1.05,1.03,101.55,26124,26.80,49234.82,129.65,73.20,27279.67,29270452,0,29270452
NILKAMAL,EQ,-,-,1391.00,14.20,1.03,1376.80,19,0.26,739.63,1543.70,912.00,27279.67,29270452,0,29270452
IGL,EQ,-,-,415.00,4.25,1.03,410.75,5575,23.14,14376.27,534.20,284.05,27279.67,29270452,0,29270452
ESCORTS,EQ,13-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.5 PER SH,1152.90,11.80,1.03,1141.10,695,8.01,8000.71,1210.00,450.50,27279.67,29270452,0,29270452
METROPOLIS,EQ,-,-,1855.00,18.85,1.03,1836.15,28,0.52,2605.66,2109.00,998.05,27279.67,29270452,0,29270452
SFL,EQ,-,-,1393.00,14.25,1.03,1378.75,77,1.07,1681.48,1779.95,1151.85,27279.67,29270452,0,29270452
ALLCARGO,EQ,-,-,123.45,1.25,1.02,122.20,790,0.98,900.72,139.70,48.60,27279.67,29270452,0,29270452
PDMJEPAPER,EQ,06-Aug-2020, ANNUAL GENERAL MEETING,14.90,0.15,1.02,14.75,5,0.00,46.22,21.40,9.55,27279.67,29270452,0,29270452
GUFICBIO,EQ,-,-,89.00,0.90,1.02,88.10,315,0.28,233.13,104.90,37.00,27279.67,29270452,0,29270452
ASIANPAINT,EQ,23-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS  1.50 PER SHARE,1978.00,19.90,1.02,1958.10,3070,60.72,88275.64,2016.85,1431.20,27279.67,29270452,0,29270452
MMTC,EQ,-,-,19.85,0.20,1.02,19.65,12106,2.40,294.75,26.55,9.90,27279.67,29270452,0,29270452
JTEKTINDIA,EQ,-,-,84.90,0.85,1.01,84.05,203,0.17,513.71,99.00,35.10,27279.67,29270452,0,29270452
ABFRL,EQ,30-Jun-2020, RIGHTS 9:77 PARTLY PAID @ PREMIUM RS 100/-,145.10,1.45,1.01,143.65,3132,4.54,4447.11,282.67,96.04,27279.67,29270452,0,29270452
SWANENERGY,EQ,-,-,131.70,1.30,1.00,130.40,2,0.00,828.13,160.00,86.00,27279.67,29270452,0,29270452
RAMKY,EQ,-,-,35.45,0.35,1.00,35.10,401,0.14,65.58,79.00,15.05,27279.67,29270452,0,29270452
BYKE,EQ,-,-,15.25,-0.15,-0.97,15.40,130,0.02,32.73,27.00,7.20,27279.67,29270452,0,29270452
BHARTIARTL,EQ,06-Aug-2020, DIVIDEND - RS 2 PER SHARE,518.35,-5.10,-0.97,523.45,49757,257.92,125651.31,612.00,325.50,27279.67,29270452,0,29270452
ZOTA,EQ,-,-,155.00,-1.50,-0.96,156.50,100,0.16,115.31,206.40,121.10,27279.67,29270452,0,29270452
NEWGEN,EQ,20-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,210.00,-2.00,-0.94,212.00,888,1.86,489.41,291.20,96.00,27279.67,29270452,0,29270452
CANTABIL,EQ,-,-,307.00,-2.90,-0.94,309.90,3,0.01,131.56,357.95,192.55,27279.67,29270452,0,29270452
APOLLOPIPE,EQ,-,-,405.25,-3.80,-0.93,409.05,60,0.24,284.21,524.95,210.00,27279.67,29270452,0,29270452
ORIENTREF,EQ,07-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2.50 PER SH,205.00,-1.90,-0.92,206.90,146,0.30,845.13,268.55,108.00,27279.67,29270452,0,29270452
AGARIND,EQ,-,-,109.40,-1.00,-0.91,110.40,4,0.00,46.44,135.00,43.95,27279.67,29270452,0,29270452
BIRLACABLE,EQ,10-Aug-2020, ANNUAL GENERAL MEETING,60.30,-0.55,-0.90,60.85,2500,1.51,62.07,90.00,24.90,27279.67,29270452,0,29270452
IIFLSEC,EQ,22-Jun-2020, ANNUAL GENERAL MEETING,44.10,-0.40,-0.90,44.50,1000,0.44,554.68,62.60,19.05,27279.67,29270452,0,29270452
ASTERDM,EQ,-,-,140.30,-1.25,-0.88,141.55,1200,1.68,1626.24,181.80,78.00,27279.67,29270452,0,29270452
PRAJIND,EQ,-,-,74.20,-0.65,-0.87,74.85,3100,2.30,822.58,129.75,43.00,27279.67,29270452,0,29270452
MATRIMONY,EQ,30-Jul-2020, DIVIDEND - RS  1.50 PER SHARE AND SPECIAL DIVIDEND - RS 2. PER SHARE,573.00,-4.85,-0.84,577.85,10,0.06,315.79,667.00,251.00,27279.67,29270452,0,29270452
DMART,EQ,24-Aug-2020, ANNUAL GENERAL MEETING,2299.95,-19.45,-0.84,2319.40,3758,86.43,34556.32,2560.00,1501.00,27279.67,29270452,0,29270452
MARKSANS,EQ,-,-,47.60,-0.40,-0.83,48.00,12762,6.07,1021.65,57.10,9.85,27279.67,29270452,0,29270452
APLAPOLLO,EQ,-,-,2412.00,-19.85,-0.82,2431.85,25,0.60,2781.97,2500.00,1030.00,27279.67,29270452,0,29270452
MAJESCO,EQ,-,-,775.00,-6.20,-0.79,781.20,320,2.48,1392.35,801.95,167.95,27279.67,29270452,0,29270452
ZENTEC,EQ,-,-,88.25,-0.70,-0.79,88.95,211,0.19,274.54,97.00,21.30,27279.67,29270452,0,29270452
TALBROAUTO,EQ,-,-,128.00,-1.00,-0.78,129.00,1204,1.54,66.89,162.25,64.75,27279.67,29270452,0,29270452
SHEMAROO,EQ,-,-,66.50,-0.50,-0.75,67.00,4000,2.66,61.92,266.90,40.25,27279.67,29270452,0,29270452
AGRITECH,EQ,23-Jun-2020, ANNUAL GENERAL MEETING,34.15,-0.25,-0.73,34.40,1,0.00,11.24,58.65,16.20,27279.67,29270452,0,29270452
APOLLOHOSP,EQ,-,-,1650.00,-11.95,-0.72,1661.95,2162,35.67,15954.12,1813.55,1047.05,27279.67,29270452,0,29270452
BBL,EQ,-,-,827.00,-5.80,-0.70,832.80,40,0.33,315.34,994.80,424.95,27279.67,29270452,0,29270452
CUPID,EQ,-,-,235.00,-1.65,-0.70,236.65,1141,2.68,164.13,296.75,120.00,27279.67,29270452,0,29270452
SUNDARMFIN,EQ,02-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,1658.00,-11.70,-0.70,1669.70,108,1.79,11316.12,1784.95,982.05,27279.67,29270452,0,29270452
GLENMARK,EQ,-,-,490.50,-3.45,-0.70,493.95,6449,31.63,7386.98,573.05,161.65,27279.67,29270452,0,29270452
KOPRAN,EQ,-,-,70.70,-0.45,-0.63,71.15,702,0.50,172.34,78.00,15.10,27279.67,29270452,0,29270452
DEEPIND,EQ,-,-,80.05,-0.50,-0.62,80.55,3,0.00,92.79,130.00,42.40,27279.67,29270452,0,29270452
NATCOPHARM,EQ,21-Aug-2020, INTERIM DIVIDEND - RS 1.25 PER SHARE,795.20,-5.00,-0.62,800.20,1492,11.86,7430.23,895.00,402.55,27279.67,29270452,0,29270452
ZUARI,EQ,-,-,90.00,-0.55,-0.61,90.55,70,0.06,133.29,142.70,43.25,27279.67,29270452,0,29270452
RPPINFRA,EQ,-,-,58.00,-0.35,-0.60,58.35,2,0.00,61.98,109.90,28.20,27279.67,29270452,0,29270452
CHEMFAB,EQ,21-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.25 PER SHARE,161.00,-0.95,-0.59,161.95,599,0.96,58.67,221.75,91.00,27279.67,29270452,0,29270452
GENUSPOWER,EQ,-,-,26.00,-0.15,-0.57,26.15,246,0.06,262.47,31.50,12.50,27279.67,29270452,0,29270452
WABCOINDIA,EQ,-,-,6860.85,-39.00,-0.57,6899.85,1,0.07,3271.84,7035.00,5011.00,27279.67,29270452,0,29270452
CYBERTECH,EQ,-,-,53.55,-0.30,-0.56,53.85,100,0.05,71.12,64.30,22.10,27279.67,29270452,0,29270452
TIL,EQ,-,-,173.50,-0.95,-0.54,174.45,6,0.01,76.99,229.00,88.95,27279.67,29270452,0,29270452
TITAN,EQ,03-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,1128.00,-6.10,-0.54,1134.10,3809,42.97,47321.40,1389.95,720.90,27279.67,29270452,0,29270452
BALPHARMA,EQ,-,-,46.00,-0.25,-0.54,46.25,20,0.01,38.02,53.90,23.00,27279.67,29270452,0,29270452
HUDCO,EQ,-,-,37.25,-0.20,-0.53,37.45,9819,3.66,749.71,45.80,18.00,27279.67,29270452,0,29270452
ADVANIHOTR,EQ,-,-,47.00,-0.25,-0.53,47.25,500,0.24,34.94,64.40,24.50,27279.67,29270452,0,29270452
MARICO,EQ,-,-,372.30,-2.00,-0.53,374.30,1514,5.64,19329.53,404.00,234.00,27279.67,29270452,0,29270452
GSCLCEMENT,EQ,-,-,29.00,-0.15,-0.51,29.15,500,0.14,74.45,35.00,12.50,27279.67,29270452,0,29270452
RADICO,EQ,21-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,411.00,-2.10,-0.51,413.10,309,1.27,3309.78,439.15,220.00,27279.67,29270452,0,29270452
TIDEWATER,EQ,20-Aug-2020, DIVIDEND - RS 140 PER SHARE,4549.00,-23.25,-0.51,4572.25,3,0.14,637.34,5335.00,2550.00,27279.67,29270452,0,29270452
IRCON,EQ,-,-,94.15,-0.45,-0.48,94.60,4045,3.81,489.35,119.80,58.00,27279.67,29270452,0,29270452
ORIENTALTL,EQ,-,-,10.50,-0.05,-0.47,10.55,20,0.00,21.66,17.95,4.60,27279.67,29270452,0,29270452
DELTAMAGNT,EQ,-,-,21.00,-0.10,-0.47,21.10,186,0.04,6.64,46.95,17.05,27279.67,29270452,0,29270452
SUNTECK,EQ,-,-,278.00,-1.25,-0.45,279.25,788,2.19,1348.85,473.90,145.00,27279.67,29270452,0,29270452
MENONBE,EQ,13-Aug-2020, ANNUAL GENERAL MEETING,45.10,-0.20,-0.44,45.30,376,0.17,73.62,69.90,26.20,27279.67,29270452,0,29270452
SHARDAMOTR,EQ,-,-,1011.25,-4.20,-0.41,1015.45,16,0.16,163.03,1207.95,480.00,27279.67,29270452,0,29270452
BFUTILITIE,EQ,-,-,275.50,-1.10,-0.40,276.60,197,0.54,416.75,361.30,134.10,27279.67,29270452,0,29270452
ARSHIYA,EQ,-,-,13.00,-0.05,-0.38,13.05,4750,0.62,80.34,30.90,6.45,27279.67,29270452,0,29270452
JUBLFOOD,EQ,-,-,2160.00,-8.10,-0.37,2168.10,932,20.13,16595.08,2214.95,1138.25,27279.67,29270452,0,29270452
CAPACITE,EQ,-,-,137.20,-0.50,-0.36,137.70,130,0.18,439.39,245.90,70.20,27279.67,29270452,0,29270452
FIEMIND,EQ,-,-,602.25,-2.00,-0.33,604.25,76,0.46,262.41,683.20,203.30,27279.67,29270452,0,29270452
POLYPLEX,EQ,25-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE,736.00,-2.40,-0.33,738.40,343,2.52,1059.92,878.85,288.00,27279.67,29270452,0,29270452
CAPLIPOINT,EQ,-,-,545.00,-1.70,-0.31,546.70,326,1.78,1281.97,686.00,176.20,27279.67,29270452,0,29270452
SNOWMAN,EQ,-,-,32.80,-0.10,-0.30,32.90,3109,1.02,186.90,45.65,24.05,27279.67,29270452,0,29270452
REMSONSIND,EQ,-,-,98.50,-0.30,-0.30,98.80,100,0.10,14.11,117.90,41.00,27279.67,29270452,0,29270452
VINDHYATEL,EQ,10-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,915.00,-2.70,-0.29,917.70,6,0.05,511.15,1122.70,395.75,27279.67,29270452,0,29270452
ICICIPRULI,EQ,-,-,450.00,-1.30,-0.29,451.30,3829,17.23,16200.24,537.30,226.10,27279.67,29270452,0,29270452
KICL,EQ,-,-,1465.00,-4.05,-0.28,1469.05,1,0.01,166.73,1881.50,761.25,27279.67,29270452,0,29270452
GILLETTE,EQ,-,-,5615.00,-14.70,-0.26,5629.70,61,3.43,4586.12,8140.00,4450.00,27279.67,29270452,0,29270452
RAIN,EQ,-,-,119.00,-0.30,-0.25,119.30,3237,3.85,2166.81,128.80,44.75,27279.67,29270452,0,29270452
ACC,EQ,-,-,1393.10,-3.30,-0.24,1396.40,1478,20.59,11800.18,1709.00,895.15,27279.67,29270452,0,29270452
NITINSPIN,EQ,-,-,41.10,-0.10,-0.24,41.20,370,0.15,101.92,63.95,24.00,27279.67,29270452,0,29270452
FORCEMOT,EQ,-,-,1161.00,-2.55,-0.22,1163.55,2204,25.59,567.26,1504.00,591.20,27279.67,29270452,0,29270452
ITI,EQ,-,-,137.40,-0.30,-0.22,137.70,3731,5.13,1273.89,151.65,44.80,27279.67,29270452,0,29270452
HCLTECH,EQ,23-Jul-2020, INTERIM DIVIDEND - RS 2 PER SHARE,705.00,-1.45,-0.21,706.45,7560,53.30,76682.75,729.00,375.25,27279.67,29270452,0,29270452
UMANGDAIRY,EQ,-,-,48.05,-0.10,-0.21,48.15,1,0.00,26.49,60.90,27.55,27279.67,29270452,0,29270452
DLINKINDIA,EQ,-,-,127.00,-0.25,-0.20,127.25,3810,4.84,185.24,136.00,49.10,27279.67,29270452,0,29270452
TPLPLASTEH,EQ,-,-,131.00,-0.25,-0.19,131.25,208,0.27,25.59,157.80,56.65,27279.67,29270452,0,29270452
MANINFRA,EQ,-,-,27.80,-0.05,-0.18,27.85,176,0.05,227.47,33.60,13.90,27279.67,29270452,0,29270452
AROGRANITE,EQ,-,-,29.60,-0.05,-0.17,29.65,78,0.02,26.77,48.90,14.65,27279.67,29270452,0,29270452
AJMERA,EQ,-,-,94.50,-0.15,-0.16,94.65,716,0.68,83.97,155.80,52.50,27279.67,29270452,0,29270452
IFGLEXPOR,EQ,-,-,161.00,-0.25,-0.16,161.25,69,0.11,162.72,192.80,69.05,27279.67,29270452,0,29270452
VSSL,EQ,-,-,74.00,-0.10,-0.13,74.10,1,0.00,86.80,87.35,35.30,27279.67,29270452,0,29270452
TBZ,EQ,-,-,42.00,-0.05,-0.12,42.05,4942,2.08,72.96,52.80,16.45,27279.67,29270452,0,29270452
ASHIANA,EQ,10-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.30 PER SHARE,85.25,-0.10,-0.12,85.35,344,0.29,340.69,125.80,39.00,27279.67,29270452,0,29270452
INOXWIND,EQ,-,-,45.00,-0.05,-0.11,45.05,803,0.36,249.94,49.80,16.00,27279.67,29270452,0,29270452
RBL,EQ,28-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 11 PER SHARE,638.00,-0.65,-0.10,638.65,41,0.26,166.81,784.90,288.05,27279.67,29270452,0,29270452
KITEX,EQ,-,-,113.80,-0.10,-0.09,113.90,1389,1.58,333.27,171.10,74.20,27279.67,29270452,0,29270452
JMCPROJECT,EQ,04-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.70 PER SH,57.95,-0.05,-0.09,58.00,227,0.13,321.37,128.00,29.50,27279.67,29270452,0,29270452
MIRZAINT,EQ,-,-,56.90,-0.05,-0.09,56.95,598,0.34,205.54,72.00,27.25,27279.67,29270452,0,29270452
SUPREMEIND,EQ,-,-,1330.00,-1.20,-0.09,1331.20,17,0.23,8454.91,1413.00,773.30,27279.67,29270452,0,29270452
CLNINDIA,EQ,17-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS  11 PER SH,389.00,-0.30,-0.08,389.30,375,1.46,440.30,608.00,183.25,27279.67,29270452,0,29270452
OMAXE,EQ,-,-,73.00,-0.05,-0.07,73.05,150,0.11,347.38,222.10,59.50,27279.67,29270452,0,29270452
EXCELINDUS,EQ,-,-,900.00,-0.65,-0.07,900.65,269,2.42,543.45,1015.00,375.50,27279.67,29270452,0,29270452
TIMKEN,EQ,23-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 50 PER SHARE,1140.00,-0.75,-0.07,1140.75,65,0.74,2745.78,1160.00,639.05,27279.67,29270452,0,29270452
THERMAX,EQ,-,-,791.05,-0.50,-0.06,791.55,10,0.08,3112.50,1181.25,570.00,27279.67,29270452,0,29270452
WHIRLPOOL,EQ,06-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,2173.50,-1.00,-0.05,2174.50,25,0.54,6897.07,2555.00,1343.80,27279.67,29270452,0,29270452
ADANIGAS,EQ,17-Jun-2020, ANNUAL GENERAL MEETING,186.50,-0.05,-0.03,186.55,3762,7.02,5129.24,196.50,76.60,27279.67,29270452,0,29270452
KEC,EQ,-,-,333.00,-0.10,-0.03,333.10,551,1.83,4110.53,358.90,154.05,27279.67,29270452,0,29270452
TAJGVK,EQ,-,-,150.90,-0.05,-0.03,150.95,194,0.29,236.62,222.50,81.20,27279.67,29270452,0,29270452
GHCL,EQ,26-Jun-2020, ANNUAL GENERAL MEETING,165.60,-0.05,-0.03,165.65,1108,1.83,1274.86,227.00,69.05,27279.67,29270452,0,29270452
SWELECTES,BE,-,-,143.00,-0.05,-0.03,143.05,1,0.00,95.41,171.00,56.70,27279.67,29270452,0,29270452
ALKEM,EQ,10-Aug-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,2873.00,-0.45,-0.02,2873.45,219,6.29,11681.18,3090.00,1783.85,27279.67,29270452,0,29270452
ANDHRAPAP,EQ,-,-,224.00,-0.05,-0.02,224.05,40,0.09,222.76,451.40,112.00,27279.67,29270452,0,29270452
COLPAL,EQ,21-Jul-2020, ANNUAL GENERAL MEETING,1390.00,-0.20,-0.01,1390.20,1374,19.10,18527.61,1642.60,1065.00,27279.67,29270452,0,29270452
TASTYBITE,EQ,16-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,12700.00,-1.00,-0.01,12701.00,7,0.89,847.36,13740.00,7456.95,27279.67,29270452,0,29270452
MOTHERSUMI,EQ,-,-,117.80,1.15,0.99,116.65,7929,9.34,13998.18,151.00,48.65,27279.67,29270452,0,29270452
PIDILITIND,EQ,-,-,1459.80,14.30,0.99,1445.50,615,8.98,22034.79,1709.90,1185.55,27279.67,29270452,0,29270452
KEI,EQ,-,-,418.60,4.10,0.99,414.50,1129,4.73,2188.88,614.65,208.30,27279.67,29270452,0,29270452
IIFL,EQ,22-Jun-2020, ANNUAL GENERAL MEETING,92.05,0.90,0.99,91.15,1779,1.64,1103.54,212.90,58.15,27279.67,29270452,0,29270452
GMBREW,EQ,29-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,410.00,4.00,0.99,406.00,253,1.04,192.94,470.00,221.05,27279.67,29270452,0,29270452
INSECTICID,EQ,26-Aug-2020, ANNUAL GENERAL MEETING,507.90,4.95,0.98,502.95,401,2.04,322.24,629.40,206.40,27279.67,29270452,0,29270452
TATAINVEST,EQ,01-Jul-2020, ANNUAL GENERAL MEETING/DIVIDEND - RS 18 PER SHARE,841.00,8.20,0.98,832.80,8,0.07,1137.67,1024.90,591.00,27279.67,29270452,0,29270452
ZODIACLOTH,EQ,-,-,118.00,1.15,0.98,116.85,1120,1.32,78.80,222.50,81.00,27279.67,29270452,0,29270452
NIITLTD,EQ,-,-,128.95,1.25,0.98,127.70,1387,1.79,1193.41,141.40,54.00,27279.67,29270452,0,29270452
GMRINFRA,EQ,-,-,26.00,0.25,0.97,25.75,48206,12.53,5439.90,28.25,14.10,27279.67,29270452,0,29270452
CIMMCO,EQ,-,-,26.00,0.25,0.97,25.75,39,0.01,17.61,29.35,9.10,27279.67,29270452,0,29270452
IPCALAB,EQ,-,-,2019.90,19.45,0.97,2000.45,307,6.20,13649.10,2174.90,844.65,27279.67,29270452,0,29270452
ACE,EQ,-,-,67.45,0.65,0.97,66.80,275,0.19,212.26,93.95,31.35,27279.67,29270452,0,29270452
